session_id,site1,site2,site3,site4,site5,site6,site7,site8,site9,site10,uid
7364,572,212,212,81,397,553,397,397,425,425,237
7365,425,615,43,17,31,18,3928,753,753,615,237
7366,615,31,3929,1113,355,261,261,425,425,615,237
7367,2,2,2,2,25,25,25,25,25,25,237
7368,25,25,25,25,25,25,25,2,2,771,237
7369,2,771,771,110,771,942,110,25,13,38,237
7370,2,19,38,19,78,2096,78,2096,19,38,237
7371,6,38,15,1945,38,6,13,3,19,13,237
7372,15,8,15,1,15,1,15,38,1,15,237
7373,38,2,38,19,3,13,38,13,19,628,237
7374,13,38,11,78,19,3,13,11,1,11,237
7375,1,75,6,75,19,75,1,19,1,11,237
7376,1,11,1,11,11,1,11,19,11,11,237
7377,11,11,1,11,11,11,11,1,1,11,237
7378,11,11,11,1,11,11,1,11,11,1,237
7379,1,1,1,11,1,11,11,11,13,11,237
7380,19,1,3,19,38,13,11,13,11,13,237
7381,11,1,19,11,3,78,11,1,13,19,237
7382,13,11,1,11,1,11,11,1,11,1,237
7383,11,11,1,11,11,1,11,1,11,11,237
7384,11,1,1,11,11,11,1,11,11,1,237
7385,13,11,11,1,11,19,11,1,11,1,237
7386,11,11,11,11,1,19,1,15,1,15,237
7387,15,15,15,15,3,13,19,1,19,13,237
7388,8,19,38,78,19,1,13,8,75,1,237
7389,19,19,8,19,8,1,1,8,1,1,237
7390,8,1,8,8,8,1,1,8,8,19,237
7391,8,1,8,8,1,1,1,1,2,2,237
7392,2,2359,1445,816,431,2359,431,2359,75,2,237
7393,25,25,25,25,3,2,25,25,25,25,237
7394,25,2,2,54,62,54,142,54,54,86,237
7395,86,54,62,2,2,2,6,2,1689,3,237
7396,31,102,6,2,1689,1689,40,40,179,180,237
7397,1689,180,40,179,179,1689,180,3,40,3,237
7398,2,2,3930,6,40,40,5,22,6,22,237
7399,6,10,40,6,10,43,20,20,2,2,237
7400,102,2945,31,1488,1489,1690,1489,1690,1488,1690,237
7401,44,18,1488,5,17,1489,2,1489,102,6,237
7402,10,5,18,2,17,40,31,1490,2,6,237
7403,1490,1490,1490,3931,40,1490,130,22,179,180,237
7404,130,18,179,17,40,20,1255,180,179,40,237
7405,40,6,1490,5,40,40,40,2,2,10,237
7406,2,2,1491,1491,1491,1491,1491,2360,1491,2360,237
7407,2360,5,1210,2,1210,1209,1210,1210,1210,1210,237
7408,1210,1210,3932,2,3933,1209,199,2361,2,2361,237
7409,5,2,18,17,10,6,2361,5,5,5,237
7410,5,2,10,1127,2,6,1127,1127,1127,1127,237
7411,1127,1127,1127,1127,2,1946,203,2,1946,17,237
7412,5,1946,18,203,1946,514,203,2,2,447,237
7413,447,447,447,2,2,447,447,447,447,447,237
7414,2,447,447,447,2,1128,2,1128,1128,2,237
7415,22,2,44,17,22,18,5,447,447,20,237
7416,2,2,6,3,2,6,3,25,54,2,237
7417,54,25,142,86,769,3,2,1938,2,602,237
7418,3934,2,3935,43,2,987,2,3936,2,2,237
7419,2,3937,2,2,3,1129,3,2,1129,1129,237
7420,3,345,3,1129,439,2,2,2,2,62,237
7421,62,54,142,86,86,62,54,62,86,54,237
7422,62,86,62,1320,2,1320,2,43,2,2,237
7423,3,6,3,3,6,2,2946,2,2,43,237
7424,548,218,218,2,2,6,6,2,2,1211,237
7425,2,1211,1211,1211,1211,1211,1211,1211,84,2,237
7426,146,101,31,84,2947,146,101,2947,84,101,237
7427,73,84,814,387,101,387,73,122,5,387,237
7428,73,422,1421,84,122,3,73,84,101,1272,237
7429,146,84,146,5,211,122,476,146,84,146,237
7430,44,22,6,6,17,5,18,10,6,53,237
7431,125,22,20,20,22,10,2,2,2,2,237
7432,2,54,62,2,86,142,54,62,54,86,237
7433,2,2,2,2,2362,2362,2,2,2,2948,237
7434,2948,2,2362,2,2,1399,1399,1399,1399,2,237
7435,2,54,62,54,86,62,2,2,2,54,237
7436,2,62,62,86,54,2,31,1492,2,1492,237
7437,1492,2,2,2,2363,1691,1947,1692,31,2364,237
7438,1493,1212,2,1947,1692,1691,1693,686,1493,1493,237
7439,686,686,1270,171,1270,171,6,44,22,5,237
7440,686,6,17,10,18,20,20,22,171,171,237
7441,6,5,251,1212,3938,246,173,31,22,10,237
7442,173,686,1212,2,686,686,22,5,17,18,237
7443,2949,20,6,214,3939,2949,171,5,171,2950,237
7444,2,2,2,1694,1694,1694,17,1694,18,5,237
7445,3,2,5,1694,2,1129,1129,20,2,1129,237
7446,1129,204,1129,128,2,2,2,2,2,2,237
7447,2,31,1321,2,1685,425,425,1321,425,1321,237
7448,5,425,1321,2951,2,2951,2,2,3,2952,237
7449,114,567,114,114,114,114,43,81,43,81,237
7450,268,268,1206,268,2,2,3,6,977,3,237
7451,2,41,6,2,41,2,82,82,3,2,237
7452,2,6,3,3,6,2,81,43,2,2,237
7453,81,268,268,1206,268,60,60,60,265,69,237
7454,69,160,43,3,81,43,254,69,69,160,237
7455,4,215,10,21,4,27,21,27,10,4,237
7456,30,3,4,6,9,30,9,3,9,6,237
7457,10,4,4,33,4,9,4,3,9,33,237
7458,2,4,4,21,10,27,3,81,43,160,237
7459,69,39,43,2,2,6,3,2,977,41,237
7460,41,3,6,2,82,82,41,41,165,169,237
7461,147,169,147,99,71,97,1045,45,169,186,237
7462,45,97,95,250,41,99,250,159,216,45,237
7463,45,45,45,169,99,169,169,97,250,1045,237
7464,169,169,45,147,71,71,169,169,45,147,237
7465,99,169,71,156,169,169,71,71,45,147,237
7466,45,169,169,71,169,169,45,169,169,169,237
7467,71,231,231,69,160,231,231,71,71,169,237
7468,231,231,3,2,2,3,6,43,81,2953,237
7469,1083,31,2,1083,31,1083,606,1083,1083,710,237
7470,710,1083,1083,2953,3,5,44,710,18,17,237
7471,5,1083,6,3,2,2,2,2365,2,1948,237
7472,2366,3940,6,6,17,18,5,10,5,2365,237
7473,6,3941,788,1949,1949,1949,1949,3942,1948,6,237
7474,17,18,5,10,1948,2365,2366,6,44,5,237
7475,18,17,6,10,5,1948,18,5,17,5,237
7476,2,1695,2,1695,644,1695,2954,2,193,2954,237
7477,3943,1950,130,3944,1695,1950,22,1951,149,18,237
7478,17,6,149,53,130,1950,10,6,22,5,237
7479,2955,92,1951,6,10,644,44,2956,22,20,237
7480,92,2956,6,17,1950,44,2955,6,10,31,237
7481,2367,22,1951,10,5,31,2367,1951,20,784,237
7482,5,20,2367,3,20,1695,3,2,149,2,237
7483,6,53,43,2,2,561,561,2,2368,2,237
7484,561,561,2,2,88,88,88,88,88,88,237
7485,88,2,2,43,39,81,268,268,3,81,237
7486,43,39,1013,2,2,2,2368,2368,2,2,237
7487,6,3,6,2,3,43,2,2,2,615,237
7488,31,615,5,44,974,17,18,5,615,615,237
7489,615,2,2,729,729,6,5,18,17,3,237
7490,729,729,6,729,6,10,729,729,2,2,237
7491,2,54,1952,142,54,86,10,2,1493,2,237
7492,1212,1947,1692,1691,31,2364,2363,1693,686,1693,237
7493,18,5,17,22,22,6,686,171,22,171,237
7494,20,1270,10,729,2,22,2,2,1953,2,237
7495,2,2,2,88,1953,2,88,88,2,2,237
7496,2,2957,2,17,2957,5,18,2,2,2,237
7497,54,2,62,142,86,86,62,54,2,2,237
7498,218,2,218,144,161,144,218,161,2,2,237
7499,54,2,62,86,2,2,54,62,86,2,237
7500,62,86,2,2,2,2,2,6,3,2,237
7501,2,6,2,3,2,988,2,988,43,2,237
7502,2,447,447,447,447,447,447,2,447,2,237
7503,2,2,2,62,54,142,86,54,62,2,237
7504,54,62,62,86,54,62,86,2,2,1954,237
7505,1954,447,447,447,447,2,447,54,62,2,237
7506,86,62,2,2,2,2,5,22,384,108,237
7507,90,117,564,90,20,31,2,31,20,2,237
7508,1955,119,2958,674,44,2958,1955,2105,18,1955,237
7509,17,1955,5,2,2,1956,2369,2959,17,2959,237
7510,1956,2369,18,22,3,248,3945,2369,1956,6,237
7511,20,5,10,6,3946,1956,2,10,6,2,237
7512,2,1492,2,1492,31,1492,447,2,2,2,237
7513,6,3,6,2,561,2,2,3,2,2,237
7514,2,54,62,2,54,62,86,142,54,2,237
7515,43,2,2,88,2,69,69,2,69,559,237
7516,556,69,559,556,69,1322,69,559,69,1213,237
7517,31,88,2,2,69,559,559,69,31,1213,237
7518,69,559,1322,69,88,69,2,559,69,559,237
7519,31,69,1213,1322,69,559,69,559,2,88,237
7520,2,2,2,88,2,2,2,2,2,2,237
7521,203,2370,2370,2370,2,2,4,10,21,2,237
7522,4,3,9,21,4,3,9,9,10,27,237
7523,4,10,27,4,3,4,6,3,4,28,237
7524,24,9,4,6,30,3,28,4,28,4,237
7525,28,10,28,6,10,9,24,9,28,2,237
7526,9,2,4,10,4,2,30,28,2,3,237
7527,24,4,30,10,28,24,24,24,4,3,237
7528,24,28,24,9,3,28,9,4,9,28,237
7529,28,4,3,21,27,2,28,9,28,9,237
7530,3,2,24,10,2,4,21,2,2,4,237
7531,2,21,28,10,27,6,24,3,9,28,237
7532,4,30,2,4,28,10,9,28,21,27,237
7533,3,24,27,21,10,28,3,28,24,30,237
7534,9,4,2,4,21,10,27,28,2,9,237
7535,4,2,4,24,10,4,2,2,3,30,237
7536,28,2,28,10,28,9,3,30,4,28,237
7537,28,24,27,21,2,4,24,3,10,21,237
7538,28,4,21,10,27,4,4,2,2,21,237
7539,10,27,6,4,3,30,28,24,4,6,237
7540,9,24,28,4,2,2,6,24,28,2,237
7541,9,2,4,2,9,9,2,2,9,2,237
7542,447,447,447,2,4,2,9,1954,2,4,237
7543,1954,28,2,9,28,4,2,2,6,3,237
7544,2,3,6,2,667,3947,667,2960,31,667,237
7545,667,3,17,3,44,5,18,6,6,211,237
7546,5,648,10,454,5,476,738,43,10,667,237
7547,2960,667,5,18,17,667,6,667,18,17,237
7548,5,667,6,667,17,5,18,2,2,2,237
7549,2961,473,276,2,222,248,1265,853,276,1022,237
7550,1021,2961,464,5,276,136,957,276,276,22,237
7551,130,735,5,53,17,18,20,20,6,10,237
7552,20,6,667,667,667,18,17,5,667,6,237
7553,667,18,17,5,10,6,6,667,667,17,237
7554,18,5,6,667,667,5,17,18,53,6,237
7555,2,2,2,1797,36,412,3,2,36,412,237
7556,36,157,92,3,36,105,105,36,412,3,237
7557,92,157,2,36,92,412,105,2,3,36,237
7558,3,36,92,105,454,476,5,648,454,738,237
7559,211,36,36,3,3,92,36,105,36,3,237
7560,105,36,92,92,3,36,36,3,105,92,237
7561,336,77,36,3,105,36,92,36,3,36,237
7562,92,36,3,105,3,36,92,36,36,3,237
7563,92,105,92,1317,3,36,157,36,3948,3949,237
7564,105,343,36,36,36,381,171,105,381,87,237
7565,5,105,1674,192,294,128,345,105,204,2,237
7566,105,92,157,3,119,36,2,2,105,1072,237
7567,5,5,5,738,454,476,648,36,3,211,237
7568,3,92,1072,105,476,1104,1104,36,1104,92,237
7569,3,1104,105,1072,246,173,251,1494,1598,128,237
7570,87,87,1104,36,92,87,171,3,381,36,237
7571,3,92,87,36,2,36,2,105,92,36,237
7572,3,105,1072,1104,36,3,92,87,105,2,237
7573,2,1654,103,3,1244,103,1554,1654,136,3,237
7574,15,602,515,344,344,105,3,2,2,2,237
7575,105,3,2,447,2,2,2,2,4,10,237
7576,4,2,3,2,10,4,3,6,3,4,237
7577,21,6,27,10,21,30,9,4,3,6,237
7578,27,30,28,28,4,9,24,9,28,28,237
7579,10,6,28,9,4,24,28,4,6,2,237
7580,2,9,2,24,28,2,9,4,24,28,237
7581,2,224,102,20,224,40,20,20,224,224,237
7582,20,224,40,224,20,224,224,20,224,20,237
7583,224,40,224,224,20,20,224,40,224,20,237
7584,224,4,224,20,40,224,224,20,224,40,237
7585,20,224,224,40,20,224,224,20,224,20,237
7586,20,224,224,20,40,20,224,224,224,20,237
7587,20,224,224,224,20,40,4,20,224,224,237
7588,20,224,399,180,179,357,40,224,20,179,237
7589,40,180,40,6,40,24,9,399,357,180,237
7590,179,40,40,28,180,399,357,40,179,9,237
7591,40,40,179,40,179,180,357,399,40,40,237
7592,40,179,357,40,179,357,180,399,40,180,237
7593,179,399,40,357,180,179,180,357,40,179,237
7594,40,40,40,40,179,180,399,357,40,179,237
7595,180,357,399,399,357,180,179,40,40,40,237
7596,40,399,357,180,179,40,180,40,180,179,237
7597,399,357,40,40,180,180,40,179,40,357,237
7598,179,180,399,40,357,40,179,40,179,357,237
7599,180,399,357,179,180,40,399,399,357,179,237
7600,180,40,357,399,179,180,40,40,40,357,237
7601,399,179,180,40,40,399,180,179,357,40,237
7602,40,40,180,357,179,357,180,40,179,40,237
7603,179,180,40,179,40,40,357,180,179,399,237
7604,179,40,180,40,399,357,179,180,40,399,237
7605,179,40,180,357,180,40,179,399,357,40,237
7606,399,180,179,4,224,20,179,40,357,180,237
7607,224,399,40,179,180,40,40,224,20,224,237
7608,40,224,20,224,40,20,224,20,224,224,237
7609,20,40,20,224,20,224,224,20,224,20,237
7610,224,20,224,20,224,20,224,224,20,224,237
7611,224,20,224,224,20,40,224,20,40,20,237
7612,224,224,20,2,2,9,1128,20,2,1128,237
7613,1128,1128,4,1128,1128,2,2371,31,44,2,237
7614,9,5,2371,17,18,2371,6,10,3,6,237
7615,3,10,9,2,583,2,31,2962,2,9,237
7616,3,2962,4,2,2,9,2,2,28,2,237
7617,2,9,2963,2963,3950,2,224,40,224,2,237
7618,20,20,224,20,40,224,20,224,20,224,237
7619,224,224,20,224,40,40,179,224,20,224,237
7620,40,3,40,40,224,20,224,40,28,9,237
7621,20,28,9,4,24,3,60,60,60,60,237
7622,81,43,39,2,2,6,3,1957,6,3,237
7623,2,1495,2964,456,2965,1495,2372,1495,245,211,237
7624,5,476,1495,1037,1957,2803,244,1958,1214,1214,237
7625,1959,1959,2966,44,3,2,311,172,22,2328,237
7626,245,1214,311,18,17,1214,418,1853,1214,1390,237
7627,1495,2,2,2,1495,1957,2,1465,2,2,237
7628,2,3951,2,2,2,293,446,2,446,475,237
7629,293,446,293,475,293,446,537,2,2,2,237
7630,2,2,25,2,537,293,664,293,537,3952,237
7631,475,25,293,664,537,31,537,293,3,25,237
7632,25,25,25,25,25,25,25,25,25,25,237
7633,2,2,2,2,1182,3,103,915,58,103,237
7634,136,1182,915,1182,5,2,2,3,3953,2,237
7635,3,31,2,811,2,2,2,2,882,1085,237
7636,882,882,882,2,2,2,39,43,548,218,237
7637,218,2,2,6,3,31,2,2,31,3,237
7638,6,2,617,617,989,989,40,17,5,2373,237
7639,44,617,40,18,3954,427,40,617,463,3955,237
7640,427,617,617,427,989,40,427,617,989,989,237
7641,40,617,989,40,463,427,617,989,2,617,237
7642,2,427,463,17,40,18,5,2373,617,427,237
7643,463,463,617,617,617,40,427,617,989,989,237
7644,463,40,617,427,427,463,989,427,617,463,237
7645,40,40,463,427,617,5,18,617,2373,17,237
7646,989,617,463,40,617,40,2,2,2,4,237
7647,10,21,2,4,27,2,6,10,21,27,237
7648,4,30,9,10,28,4,9,6,28,4,237
7649,3,24,9,28,10,3,6,24,24,4,237
7650,9,24,28,24,6,6,6,24,28,6,237
7651,28,24,4,2,2,6,3,215,4,2,237
7652,10,6,2,21,3,2,4,2,27,21,237
7653,27,6,4,10,28,6,4,9,3,30,237
7654,10,28,4,24,4,9,28,10,6,24,237
7655,24,24,4,9,28,28,6,43,24,2,237
7656,28,2,9,2,9,44,3,130,20,53,237
7657,2,1074,1560,3,20,1074,5,18,22,17,237
7658,6,20,10,1074,6,17,4,10,6,6,237
7659,24,28,53,2,9,2,1496,1696,773,3956,237
7660,3957,3,1696,3,1496,1311,1496,5,1696,6,237
7661,6,10,5,17,2967,44,3,18,105,1496,237
7662,1696,15,1496,704,1696,6,1496,2967,4,3,237
7663,4,24,28,3,105,22,2,2,9,24,237
7664,28,9,2,9,2,1952,54,54,1952,142,237
7665,86,2,31,2,9,2968,2968,1028,1842,31,237
7666,3,24,10,9,28,4,10,28,4,24,237
7667,2,2,9,24,2,977,28,4,41,41,237
7668,2,9,2,41,165,1045,169,147,147,186,237
7669,97,169,71,97,99,169,159,95,45,169,237
7670,169,45,97,45,169,169,71,4,71,45,237
7671,99,156,9,71,169,147,24,28,71,45,237
7672,1323,1323,169,4,169,1323,99,71,4,45,237
7673,1323,169,169,71,1323,2,4,24,9,24,237
7674,28,2,390,390,790,390,1045,390,390,390,237
7675,390,99,28,24,390,390,390,390,1324,1324,237
7676,40,1324,1324,2969,1324,2969,1324,1324,4,13,237
7677,1044,3,38,3,38,19,19,13,19,1044,237
7678,1044,1044,1044,1044,1044,390,390,390,390,390,237
7679,390,390,390,390,390,390,390,390,390,271,237
7680,271,271,271,271,28,1044,271,271,271,4,237
7681,390,390,9,271,271,271,271,271,271,271,237
7682,271,1044,271,271,271,271,271,271,95,24,237
7683,28,28,24,2,2,6,3,4,2,10,237
7684,6,3,2,21,2,4,27,3,9,30,237
7685,4,6,27,10,21,30,9,28,10,28,237
7686,9,28,24,4,28,10,24,6,9,6,237
7687,4,9,4,2,2,9,1953,43,9,42,237
7688,2,2,1953,42,102,740,35,29,29,35,237
7689,102,29,35,42,77,42,4,29,35,29,237
7690,77,9,42,35,29,77,42,29,35,790,237
7691,129,77,790,113,133,29,35,42,140,133,237
7692,133,29,140,42,77,133,113,126,121,140,237
7693,133,126,3,121,42,77,314,1697,140,113,237
7694,1697,42,314,3,129,129,113,133,140,113,237
7695,133,129,42,140,113,140,113,129,140,314,237
7696,42,113,129,113,113,140,140,133,77,314,237
7697,42,113,129,133,129,140,140,77,42,113,237
7698,133,129,129,140,129,113,140,133,29,42,237
7699,140,129,113,576,140,113,133,3,576,77,237
7700,42,133,129,2,28,2,9,2,9,9,237
7701,9,6,29,9,6,9,29,6,9,42,237
7702,102,740,9,2,790,42,35,9,77,740,237
7703,24,102,29,790,88,35,42,77,2,88,237
7704,1497,2,9,1497,2,2,1497,133,42,129,237
7705,140,113,77,42,113,77,133,113,140,129,237
7706,129,42,133,140,113,129,140,133,42,113,237
7707,140,113,4,24,77,133,129,113,42,28,237
7708,129,140,42,140,113,129,133,77,42,113,237
7709,129,140,133,113,133,129,140,113,129,42,237
7710,77,140,133,129,35,140,42,133,113,129,237
7711,113,133,129,113,140,42,77,133,140,113,237
7712,42,133,129,77,129,113,133,1497,1497,1497,237
7713,88,2,1960,9,1960,2,1960,1960,77,129,237
7714,113,133,140,42,2,88,2,2,2,704,237
7715,1698,797,930,1311,1122,1475,930,1312,704,797,237
7716,2875,129,35,314,3,1697,113,42,29,42,237
7717,48,47,47,48,29,47,42,35,77,47,237
7718,48,29,35,29,96,91,42,77,29,42,237
7719,35,91,29,29,35,77,91,96,48,47,237
7720,91,77,42,96,91,29,35,96,91,29,237
7721,35,96,96,35,96,91,42,77,29,29,237
7722,77,42,96,91,35,91,96,91,91,96,237
7723,91,9,91,42,29,96,29,42,35,91,237
7724,77,96,96,42,91,77,35,29,29,96,237
7725,77,91,35,42,29,35,96,91,42,48,237
7726,47,42,29,77,47,35,48,35,29,29,237
7727,35,96,91,91,48,29,42,77,47,35,237
7728,35,29,77,42,35,47,29,47,42,77,237
7729,35,48,35,48,47,29,48,47,42,77,237
7730,29,29,77,42,35,47,35,29,48,35,237
7731,77,47,29,48,35,42,47,29,35,77,237
7732,47,48,48,47,42,77,29,35,47,29,237
7733,35,48,47,42,77,35,47,48,48,47,237
7734,24,9,28,29,9,48,47,77,29,35,237
7735,42,48,48,47,35,48,29,42,47,77,237
7736,29,48,2,2,9,42,47,48,91,77,237
7737,35,29,96,91,96,91,42,35,77,96,237
7738,4,2,28,2,88,9,24,28,88,9,237
7739,2374,2,193,29,91,96,35,42,77,2,237
7740,2374,2,9,2374,35,91,96,42,77,29,237
7741,91,35,96,96,91,96,91,91,29,35,237
7742,96,77,42,91,48,35,47,48,96,91,237
7743,48,47,77,42,48,47,29,35,42,29,237
7744,91,47,29,35,77,48,91,96,9,42,237
7745,91,96,91,91,35,96,91,48,47,42,237
7746,77,35,29,48,47,48,47,35,29,48,237
7747,42,47,77,35,29,48,48,42,77,47,237
7748,29,29,77,48,47,42,35,29,77,29,237
7749,96,35,47,48,91,42,96,91,47,48,237
7750,91,77,48,47,47,29,91,96,42,35,237
7751,77,29,96,42,48,47,91,48,42,35,237
7752,29,47,77,48,91,77,29,96,48,47,237
7753,91,35,96,29,29,42,77,96,35,96,237
7754,77,29,91,42,77,91,91,29,35,29,237
7755,9,91,96,42,35,29,77,96,91,35,237
7756,29,29,96,91,77,42,35,91,42,77,237
7757,35,96,29,96,96,29,91,91,29,35,237
7758,77,42,91,96,91,77,29,91,96,42,237
7759,35,2,88,9,28,24,2,2,10,790,237
7760,9,2,390,2,790,390,77,29,42,96,237
7761,91,35,390,390,390,390,390,390,390,390,237
7762,390,390,271,271,271,9,271,24,28,271,237
7763,271,271,9,28,24,271,9,4,28,271,237
7764,271,271,271,271,271,271,271,271,271,9,237
7765,271,24,28,9,271,271,271,271,9,4,237
7766,271,271,271,2,2,9,10,9,9,10,237
7767,2,28,24,271,271,271,2,390,390,271,237
7768,271,9,28,24,271,271,2,271,2,9,237
7769,271,271,271,271,9,271,29,35,96,91,237
7770,35,77,91,42,29,96,29,77,96,91,237
7771,42,48,47,35,48,47,42,47,35,29,237
7772,77,48,35,47,47,42,77,48,29,35,237
7773,35,48,47,47,42,47,29,48,77,47,237
7774,47,77,42,35,47,10,28,4,2,2,237
7775,28,9,24,120,2,120,314,10,47,48,237
7776,77,42,29,35,120,120,120,120,120,120,237
7777,120,29,35,102,120,42,47,42,29,35,237
7778,102,48,77,29,48,47,42,120,35,77,237
7779,42,42,102,48,47,29,120,120,120,28,237
7780,48,120,42,77,24,28,120,9,120,120,237
7781,120,120,120,29,47,102,42,48,314,47,237
7782,120,2,48,314,2,120,48,120,120,120,237
7783,120,120,120,120,120,120,120,120,120,9,237
7784,28,4,2,2,6,3,2,4,6,4,237
7785,10,2,3,21,2,4,27,10,21,27,237
7786,6,4,30,9,3,10,4,28,30,9,237
7787,28,4,9,28,24,6,10,24,266,9,237
7788,24,28,4,51,9,4,24,28,51,6,237
7789,43,4,24,28,6,6,9,4,24,28,237
7790,28,28,60,60,2,6,2,3,2,6,237
7791,2,3,2,3,2,6,2,2,3,6,237
7792,6,2,3,6,2,2,6,2,4,10,237
7793,4,6,2,2,3,10,4,3,4,3,237
7794,3,4,21,6,6,27,10,27,21,30,237
7795,30,4,3,6,9,28,4,28,28,9,237
7796,4,4,9,28,24,28,10,4,43,2,237
7797,2,9,9,4,2,120,9,2,120,120,237
7798,120,120,120,120,24,120,120,120,120,120,237
7799,120,4,28,6,9,24,4,24,4,9,237
7800,4,2,2,28,24,2,253,31,9,253,237
7801,253,253,253,253,253,253,253,253,253,253,237
7802,253,253,253,253,253,253,253,4,2,1498,237
7803,9,2,1498,3958,1498,1498,1498,1498,2,253,237
7804,253,253,2,253,9,253,253,253,24,253,237
7805,253,253,28,253,253,253,253,253,253,253,237
7806,2,2,9,9,2,253,253,2,9,4,237
7807,253,253,253,253,253,253,253,253,9,2,237
7808,253,253,253,253,28,24,253,2,253,253,237
7809,253,253,253,2,253,253,253,2,9,2375,237
7810,2,2375,2375,2,2,9,9,4,2,9,237
7811,2,447,447,447,2,28,2,224,9,224,237
7812,102,20,20,224,20,40,20,28,24,4,237
7813,9,2,39,43,2,3,2,3,6,2,237
7814,81,6,3,446,2,475,293,446,293,537,237
7815,446,475,446,475,43,2970,2971,3959,1008,2970,237
7816,1008,72,15,426,3960,3961,207,534,2971,2,237
7817,2,4,2,10,21,2,4,27,10,21,237
7818,4,27,6,30,3,9,30,3,28,4,237
7819,28,10,4,28,9,24,10,4,24,28,237
7820,28,4,6,9,24,28,4,4,30,3,237
7821,28,4,6,9,10,9,24,4,24,28,237
7822,4,9,24,28,4,2,2,9,9,24,237
7823,28,4,9,2,120,2,120,120,120,120,237
7824,120,120,120,120,2,120,2,120,9,120,237
7825,120,120,120,120,120,120,120,28,2,9,237
7826,4,9,2,2,253,9,31,253,253,253,237
7827,253,24,4,9,9,4,4,28,28,4,237
7828,6,30,3,4,6,28,9,24,28,9,237
7829,6,4,9,4,28,4,9,24,24,6,237
7830,6,4,6,28,28,6,2,9,9,9,237
7831,314,4,24,3,9,2,314,31,2,28,237
7832,28,39,2,2,3,6,3,6,120,2,237
7833,2,120,120,120,120,120,120,120,120,120,237
7834,120,120,43,39,81,3962,61,93,2,2,237
7835,314,2,31,314,39,2,2,3,6,2,237
7836,2,2,6,3,120,2,120,2,120,120,237
7837,120,120,120,120,120,120,120,120,120,120,237
7838,120,43,2,2,2,31,266,453,453,416,237
7839,416,2,120,2,120,2,120,120,120,120,237
7840,120,120,120,2,2,120,120,120,120,120,237
7841,120,2,2,120,120,120,120,120,120,120,237
7842,120,2,120,2,2,142,62,54,86,86,237
7843,54,2,2,2,230,2,230,230,230,230,237
7844,230,230,230,230,102,230,230,40,230,230,237
7845,230,230,230,1325,102,230,40,180,40,40,237
7846,230,230,230,230,230,230,230,102,1325,40,237
7847,40,40,120,120,120,120,120,120,120,120,237
7848,120,120,120,43,548,218,218,2,2,2,237
7849,2,6,2,3,2,2,6,3,2,361,237
7850,2,2,361,13,2,727,3,38,361,19,237
7851,38,19,38,218,2,2,4,10,21,2,237
7852,4,27,4,9,27,30,10,21,6,9,237
7853,4,6,28,3,10,28,4,3,24,9,237
7854,28,24,6,28,10,24,9,4,4,4,237
7855,24,9,28,6,6,24,6,24,4,28,237
7856,24,9,28,28,9,4,24,2,3,2,237
7857,6,3,120,6,3,2,120,2,120,120,237
7858,120,120,120,120,120,81,43,2,2,101,237
7859,170,2,2376,606,146,84,170,170,84,2837,237
7860,2376,1035,101,2377,1035,84,170,2377,170,84,237
7861,5,3,31,783,101,2376,101,146,783,146,237
7862,101,6,44,22,1463,17,6,5,18,53,237
7863,20,6,10,125,22,20,10,6,170,101,237
7864,334,31,1215,146,249,422,101,249,5,31,237
7865,1571,31,452,146,249,101,90,18,170,3963,237
7866,3964,2298,2,2972,2973,2972,5,2,3965,2973,237
7867,2,18,5,6,17,20,53,20,2,1961,237
7868,6,1961,203,5,6,10,1961,1961,20,6,237
7869,10,2,2378,2378,1618,3966,2378,2,130,3,237
7870,20,2,1074,3,1560,53,18,20,5,6,237
7871,17,1074,53,2,20,10,925,17,925,18,237
7872,1308,925,5,130,925,1308,22,53,925,1308,237
7873,10,6,925,20,20,53,2,2974,6,2,237
7874,2974,10,4,215,10,4,3,21,4,3,237
7875,6,27,10,21,27,6,4,3,30,9,237
7876,28,9,6,30,28,4,28,4,24,9,237
7877,28,28,2,9,9,4,10,24,28,2,237
7878,9,6,9,24,28,4,4,24,28,4,237
7879,9,4,9,24,9,28,28,4,2,2,237
7880,6,3,4,2,6,3,10,2,21,2,237
7881,4,27,3,9,30,6,4,21,10,27,237
7882,4,9,6,28,10,28,4,9,24,24,237
7883,6,28,10,318,4,4,24,4,9,318,237
7884,4,9,28,43,4,24,28,6,9,4,237
7885,24,28,24,4,6,24,6,28,4,9,237
7886,9,24,6,28,4,2,28,2,2,314,237
7887,9,2,2,314,9,6,196,44,196,17,237
7888,298,5,18,196,5,18,298,196,17,6,237
7889,196,10,5,298,196,6,18,17,24,24,237
7890,28,17,196,298,18,5,196,6,10,196,237
7891,5,196,298,18,17,196,5,18,298,196,237
7892,17,18,298,196,17,5,196,196,298,18,237
7893,196,5,17,196,298,6,17,196,5,18,237
7894,4,18,5,196,298,17,5,17,196,298,237
7895,18,17,5,196,298,18,5,196,298,18,237
7896,6,196,17,5,196,298,196,5,17,18,237
7897,17,196,298,18,5,18,298,5,17,196,237
7898,5,17,5,298,196,18,5,24,28,6,237
7899,5,17,196,298,18,298,18,196,17,5,237
7900,6,196,298,18,5,196,17,196,17,298,237
7901,18,196,5,5,17,196,298,18,196,298,237
7902,5,17,18,196,196,298,18,5,17,196,237
